"","State","Industry","Code","Month","Change"
"1656","Idaho","Leisure and hospitality","ID","Apr",-34
"1657","Illinois","Leisure and hospitality","IL","Apr",-295
"1658","Indiana","Leisure and hospitality","IN","Apr",-116
"1659","Iowa","Leisure and hospitality","IA","Apr",-68
"1660","Kansas","Leisure and hospitality","KS","Apr",-50
"1661","Kentucky","Leisure and hospitality","KY","Apr",-82
"1662","Louisiana","Leisure and hospitality","LA","Apr",-99
"1663","Maine","Leisure and hospitality","ME","Apr",-40
"1664","Maryland","Leisure and hospitality","MD","Apr",-120
"1665","Massachusetts","Leisure and hospitality","MA","Apr",-216
"1666","Michigan","Leisure and hospitality","MI","Apr",-237
"1667","Minnesota","Leisure and hospitality","MN","Apr",-146
"1668","Mississippi","Leisure and hospitality","MS","Apr",-53
"1669","Missouri","Leisure and hospitality","MO","Apr",-134
"1670","Montana","Leisure and hospitality","MT","Apr",-32
"1671","Nebraska","Leisure and hospitality","NE","Apr",-33
"1672","Nevada","Leisure and hospitality","NV","Apr",-122
"1673","New Hampshire","Leisure and hospitality","NH","Apr",-42
"1674","New Jersey","Leisure and hospitality","NJ","Apr",-237
"1675","New Mexico","Leisure and hospitality","NM","Apr",-40
"1676","New York","Leisure and hospitality","NY","Apr",-578
"1677","North Carolina","Leisure and hospitality","NC","Apr",-250
"1678","North Dakota","Leisure and hospitality","ND","Apr",-21
"1679","Ohio","Leisure and hospitality","OH","Apr",-263
"1680","Oklahoma","Leisure and hospitality","OK","Apr",-50
"1681","Oregon","Leisure and hospitality","OR","Apr",-113
"1682","Pennsylvania","Leisure and hospitality","PA","Apr",-323
"1683","Puerto Rico","Leisure and hospitality",NA,"Apr",-34
"1684","Rhode Island","Leisure and hospitality","RI","Apr",-34
"1685","South Carolina","Leisure and hospitality","SC","Apr",-126
"1686","South Dakota","Leisure and hospitality","SD","Apr",-18
"1687","Tennessee","Leisure and hospitality","TN","Apr",-158
"1688","Texas","Leisure and hospitality","TX","Apr",-531
"1689","Utah","Leisure and hospitality","UT","Apr",-71
"1690","Vermont","Leisure and hospitality","VT","Apr",-20
"1691","Virgin Islands","Leisure and hospitality",NA,"Apr",-1
"1692","Virginia","Leisure and hospitality","VA","Apr",-161
"1693","Washington","Leisure and hospitality","WA","Apr",-177
"1694","West Virginia","Leisure and hospitality","WV","Apr",-38
"1695","Wisconsin","Leisure and hospitality","WI","Apr",-157
"1696","Wyoming","Leisure and hospitality","WY","Apr",-12
"1697","Alabama","Leisure and hospitality","AL","May",23
"1698","Alaska","Leisure and hospitality","AK","May",5
"1699","Arizona","Leisure and hospitality","AZ","May",37
"1700","Arkansas","Leisure and hospitality","AR","May",11
"1701","California","Leisure and hospitality","CA","May",37
"1702","Colorado","Leisure and hospitality","CO","May",33
"1703","Connecticut","Leisure and hospitality","CT","May",10
"1704","Delaware","Leisure and hospitality","DE","May",2
"1705","District of Columbia","Leisure and hospitality","DC","May",-1
"1706","Florida","Leisure and hospitality","FL","May",80
"1707","Georgia","Leisure and hospitality","GA","May",48
"1708","Hawaii","Leisure and hospitality","HI","May",-5
"1709","Idaho","Leisure and hospitality","ID","May",10
"1710","Illinois","Leisure and hospitality","IL","May",41
"1711","Indiana","Leisure and hospitality","IN","May",36
"1712","Iowa","Leisure and hospitality","IA","May",11
"1713","Kansas","Leisure and hospitality","KS","May",15
"1714","Kentucky","Leisure and hospitality","KY","May",21
"1715","Louisiana","Leisure and hospitality","LA","May",21
"1716","Maine","Leisure and hospitality","ME","May",8
"1717","Maryland","Leisure and hospitality","MD","May",8
"1718","Massachusetts","Leisure and hospitality","MA","May",19
"1719","Michigan","Leisure and hospitality","MI","May",13
"1720","Minnesota","Leisure and hospitality","MN","May",19
"1721","Mississippi","Leisure and hospitality","MS","May",21
"1722","Missouri","Leisure and hospitality","MO","May",39
"1723","Montana","Leisure and hospitality","MT","May",15
"1724","Nebraska","Leisure and hospitality","NE","May",8
"1725","Nevada","Leisure and hospitality","NV","May",5
"1726","New Hampshire","Leisure and hospitality","NH","May",9
"1727","New Jersey","Leisure and hospitality","NJ","May",32
"1728","New Mexico","Leisure and hospitality","NM","May",7
"1729","New York","Leisure and hospitality","NY","May",46
"1730","North Carolina","Leisure and hospitality","NC","May",47
"1731","North Dakota","Leisure and hospitality","ND","May",8
"1732","Ohio","Leisure and hospitality","OH","May",34
"1733","Oklahoma","Leisure and hospitality","OK","May",29
"1734","Oregon","Leisure and hospitality","OR","May",17
"1735","Pennsylvania","Leisure and hospitality","PA","May",55
"1736","Puerto Rico","Leisure and hospitality",NA,"May",1
"1737","Rhode Island","Leisure and hospitality","RI","May",6
"1738","South Carolina","Leisure and hospitality","SC","May",35
"1739","South Dakota","Leisure and hospitality","SD","May",6
"1740","Tennessee","Leisure and hospitality","TN","May",58
"1741","Texas","Leisure and hospitality","TX","May",187
"1742","Utah","Leisure and hospitality","UT","May",26
"1743","Vermont","Leisure and hospitality","VT","May",3
"1744","Virgin Islands","Leisure and hospitality",NA,"May",0
"1745","Virginia","Leisure and hospitality","VA","May",21
"1746","Washington","Leisure and hospitality","WA","May",29
"1747","West Virginia","Leisure and hospitality","WV","May",8
"1748","Wisconsin","Leisure and hospitality","WI","May",29
"1749","Wyoming","Leisure and hospitality","WY","May",3
"1750","Alabama","Leisure and hospitality","AL","Jun",22
"1751","Alaska","Leisure and hospitality","AK","Jun",2
"1752","Arizona","Leisure and hospitality","AZ","Jun",41
"1753","Arkansas","Leisure and hospitality","AR","Jun",8
"1754","California","Leisure and hospitality","CA","Jun",292
"1755","Colorado","Leisure and hospitality","CO","Jun",40
"1756","Connecticut","Leisure and hospitality","CT","Jun",22
"1757","Delaware","Leisure and hospitality","DE","Jun",11
"1758","District of Columbia","Leisure and hospitality","DC","Jun",9
"1759","Florida","Leisure and hospitality","FL","Jun",170
"1760","Georgia","Leisure and hospitality","GA","Jun",70
"1761","Hawaii","Leisure and hospitality","HI","Jun",15
"1762","Idaho","Leisure and hospitality","ID","Jun",14
"1763","Illinois","Leisure and hospitality","IL","Jun",58
"1764","Indiana","Leisure and hospitality","IN","Jun",47
"1765","Iowa","Leisure and hospitality","IA","Jun",23
"1766","Kansas","Leisure and hospitality","KS","Jun",15
"1767","Kentucky","Leisure and hospitality","KY","Jun",33
"1768","Louisiana","Leisure and hospitality","LA","Jun",32
"1769","Maine","Leisure and hospitality","ME","Jun",6
"1770","Maryland","Leisure and hospitality","MD","Jun",23
"1771","Massachusetts","Leisure and hospitality","MA","Jun",29
"1772","Michigan","Leisure and hospitality","MI","Jun",51
"1773","Minnesota","Leisure and hospitality","MN","Jun",35
"1774","Mississippi","Leisure and hospitality","MS","Jun",15
"1775","Missouri","Leisure and hospitality","MO","Jun",36
"1776","Montana","Leisure and hospitality","MT","Jun",6
"1777","Nebraska","Leisure and hospitality","NE","Jun",6
"1778","Nevada","Leisure and hospitality","NV","Jun",73
"1779","New Hampshire","Leisure and hospitality","NH","Jun",8
"1780","New Jersey","Leisure and hospitality","NJ","Jun",36
"1781","New Mexico","Leisure and hospitality","NM","Jun",11
"1782","New York","Leisure and hospitality","NY","Jun",86
"1783","North Carolina","Leisure and hospitality","NC","Jun",69
"1784","North Dakota","Leisure and hospitality","ND","Jun",4
"1785","Ohio","Leisure and hospitality","OH","Jun",83
"1786","Oklahoma","Leisure and hospitality","OK","Jun",15
"1787","Oregon","Leisure and hospitality","OR","Jun",31
"1788","Pennsylvania","Leisure and hospitality","PA","Jun",77
"1789","Puerto Rico","Leisure and hospitality",NA,"Jun",10
"1790","Rhode Island","Leisure and hospitality","RI","Jun",10
"1791","South Carolina","Leisure and hospitality","SC","Jun",29
"1792","South Dakota","Leisure and hospitality","SD","Jun",5
"1793","Tennessee","Leisure and hospitality","TN","Jun",39
"1794","Texas","Leisure and hospitality","TX","Jun",143
"1795","Utah","Leisure and hospitality","UT","Jun",10
"1796","Vermont","Leisure and hospitality","VT","Jun",1
"1797","Virgin Islands","Leisure and hospitality",NA,"Jun",0
"1798","Virginia","Leisure and hospitality","VA","Jun",30
"1799","Washington","Leisure and hospitality","WA","Jun",26
"1800","West Virginia","Leisure and hospitality","WV","Jun",12
"1801","Wisconsin","Leisure and hospitality","WI","Jun",47
"1802","Wyoming","Leisure and hospitality","WY","Jun",1
"1803","Alabama","Leisure and hospitality","AL","Jul",7
"1804","Alaska","Leisure and hospitality","AK","Jul",0
"1805","Arizona","Leisure and hospitality","AZ","Jul",-13
"1806","Arkansas","Leisure and hospitality","AR","Jul",3
"1807","California","Leisure and hospitality","CA","Jul",-11
"1808","Colorado","Leisure and hospitality","CO","Jul",11
"1809","Connecticut","Leisure and hospitality","CT","Jul",12
"1810","Delaware","Leisure and hospitality","DE","Jul",4
"1811","District of Columbia","Leisure and hospitality","DC","Jul",4
"1812","Florida","Leisure and hospitality","FL","Jul",19
"1813","Georgia","Leisure and hospitality","GA","Jul",17
"1814","Hawaii","Leisure and hospitality","HI","Jul",-5
"1815","Idaho","Leisure and hospitality","ID","Jul",3
"1816","Illinois","Leisure and hospitality","IL","Jul",60
"1817","Indiana","Leisure and hospitality","IN","Jul",22
"1818","Iowa","Leisure and hospitality","IA","Jul",5
"1819","Kansas","Leisure and hospitality","KS","Jul",6
"1820","Kentucky","Leisure and hospitality","KY","Jul",15
"1821","Louisiana","Leisure and hospitality","LA","Jul",7
"1822","Maine","Leisure and hospitality","ME","Jul",6
"1823","Maryland","Leisure and hospitality","MD","Jul",28
"1824","Massachusetts","Leisure and hospitality","MA","Jul",36
"1825","Michigan","Leisure and hospitality","MI","Jul",26
"1826","Minnesota","Leisure and hospitality","MN","Jul",16
"1827","Mississippi","Leisure and hospitality","MS","Jul",8
"1828","Missouri","Leisure and hospitality","MO","Jul",18
"1829","Montana","Leisure and hospitality","MT","Jul",1
"1830","Nebraska","Leisure and hospitality","NE","Jul",4
"1831","Nevada","Leisure and hospitality","NV","Jul",6
"1832","New Hampshire","Leisure and hospitality","NH","Jul",5
"1833","New Jersey","Leisure and hospitality","NJ","Jul",45
"1834","New Mexico","Leisure and hospitality","NM","Jul",0
"1835","New York","Leisure and hospitality","NY","Jul",83
"1836","North Carolina","Leisure and hospitality","NC","Jul",8
"1837","North Dakota","Leisure and hospitality","ND","Jul",3
"1838","Ohio","Leisure and hospitality","OH","Jul",23
"1839","Oklahoma","Leisure and hospitality","OK","Jul",2
"1840","Oregon","Leisure and hospitality","OR","Jul",11
"1841","Pennsylvania","Leisure and hospitality","PA","Jul",48
"1842","Puerto Rico","Leisure and hospitality",NA,"Jul",0
"1843","Rhode Island","Leisure and hospitality","RI","Jul",7
"1844","South Carolina","Leisure and hospitality","SC","Jul",7
"1845","South Dakota","Leisure and hospitality","SD","Jul",3
"1846","Tennessee","Leisure and hospitality","TN","Jul",7
"1847","Texas","Leisure and hospitality","TX","Jul",-22
"1848","Utah","Leisure and hospitality","UT","Jul",2
"1849","Vermont","Leisure and hospitality","VT","Jul",1
"1850","Virgin Islands","Leisure and hospitality",NA,"Jul",1
"1851","Virginia","Leisure and hospitality","VA","Jul",26
"1852","Washington","Leisure and hospitality","WA","Jul",28
"1853","West Virginia","Leisure and hospitality","WV","Jul",2
"1854","Wisconsin","Leisure and hospitality","WI","Jul",6
"1855","Wyoming","Leisure and hospitality","WY","Jul",1
"1856","Alabama","Government","AL","Mar",1
"1857","Alaska","Government","AK","Mar",0
"1858","Arizona","Government","AZ","Mar",-1
"1859","Arkansas","Government","AR","Mar",0
"1860","California","Government","CA","Mar",2
"1861","Colorado","Government","CO","Mar",3
"1862","Connecticut","Government","CT","Mar",-2
"1863","Delaware","Government","DE","Mar",0
"1864","District of Columbia","Government","DC","Mar",0
"1865","Florida","Government","FL","Mar",1
"1866","Georgia","Government","GA","Mar",-2
"1867","Hawaii","Government","HI","Mar",0
"1868","Idaho","Government","ID","Mar",0
"1869","Illinois","Government","IL","Mar",1
"1870","Indiana","Government","IN","Mar",-2
"1871","Iowa","Government","IA","Mar",0
"1872","Kansas","Government","KS","Mar",1
"1873","Kentucky","Government","KY","Mar",-1
"1874","Louisiana","Government","LA","Mar",0
"1875","Maine","Government","ME","Mar",-1
"1876","Maryland","Government","MD","Mar",0
"1877","Massachusetts","Government","MA","Mar",1
"1878","Michigan","Government","MI","Mar",0
"1879","Minnesota","Government","MN","Mar",-1
"1880","Mississippi","Government","MS","Mar",-3
"1881","Missouri","Government","MO","Mar",-1
"1882","Montana","Government","MT","Mar",1
"1883","Nebraska","Government","NE","Mar",0
"1884","Nevada","Government","NV","Mar",0
"1885","New Hampshire","Government","NH","Mar",-2
"1886","New Jersey","Government","NJ","Mar",-21
"1887","New Mexico","Government","NM","Mar",0
"1888","New York","Government","NY","Mar",2
"1889","North Carolina","Government","NC","Mar",0
"1890","North Dakota","Government","ND","Mar",1
"1891","Ohio","Government","OH","Mar",0
"1892","Oklahoma","Government","OK","Mar",0
"1893","Oregon","Government","OR","Mar",-1
"1894","Pennsylvania","Government","PA","Mar",-2
"1895","Puerto Rico","Government",NA,"Mar",6
"1896","Rhode Island","Government","RI","Mar",-1
"1897","South Carolina","Government","SC","Mar",1
"1898","South Dakota","Government","SD","Mar",0
"1899","Tennessee","Government","TN","Mar",0
"1900","Texas","Government","TX","Mar",2
"1901","Utah","Government","UT","Mar",0
"1902","Vermont","Government","VT","Mar",0
"1903","Virgin Islands","Government",NA,"Mar",0
"1904","Virginia","Government","VA","Mar",0
"1905","Washington","Government","WA","Mar",0
"1906","West Virginia","Government","WV","Mar",0
"1907","Wisconsin","Government","WI","Mar",-1
"1908","Wyoming","Government","WY","Mar",0
"1909","Alabama","Government","AL","Apr",-7
"1910","Alaska","Government","AK","Apr",-6
"1911","Arizona","Government","AZ","Apr",-11
"1912","Arkansas","Government","AR","Apr",-6
"1913","California","Government","CA","Apr",-102
"1914","Colorado","Government","CO","Apr",-12
"1915","Connecticut","Government","CT","Apr",-20
"1916","Delaware","Government","DE","Apr",-2
"1917","District of Columbia","Government","DC","Apr",0
"1918","Florida","Government","FL","Apr",-31
"1919","Georgia","Government","GA","Apr",-16
"1920","Hawaii","Government","HI","Apr",-13
"1921","Idaho","Government","ID","Apr",-5
"1922","Illinois","Government","IL","Apr",-49
"1923","Indiana","Government","IN","Apr",-22
"1924","Iowa","Government","IA","Apr",-25
"1925","Kansas","Government","KS","Apr",-9
"1926","Kentucky","Government","KY","Apr",-16
"1927","Louisiana","Government","LA","Apr",-10
"1928","Maine","Government","ME","Apr",-5
"1929","Maryland","Government","MD","Apr",-12
"1930","Massachusetts","Government","MA","Apr",-26
"1931","Michigan","Government","MI","Apr",-34
"1932","Minnesota","Government","MN","Apr",-25
"1933","Mississippi","Government","MS","Apr",-5
"1934","Missouri","Government","MO","Apr",-13
"1935","Montana","Government","MT","Apr",-4
"1936","Nebraska","Government","NE","Apr",-6
"1937","Nevada","Government","NV","Apr",-9
"1938","New Hampshire","Government","NH","Apr",-6
"1939","New Jersey","Government","NJ","Apr",-7
"1940","New Mexico","Government","NM","Apr",-6
"1941","New York","Government","NY","Apr",-63
"1942","North Carolina","Government","NC","Apr",-26
"1943","North Dakota","Government","ND","Apr",-5
"1944","Ohio","Government","OH","Apr",-42
"1945","Oklahoma","Government","OK","Apr",-10
"1946","Oregon","Government","OR","Apr",-13
"1947","Pennsylvania","Government","PA","Apr",-19
"1948","Puerto Rico","Government",NA,"Apr",-4
"1949","Rhode Island","Government","RI","Apr",-1
"1950","South Carolina","Government","SC","Apr",-17
"1951","South Dakota","Government","SD","Apr",-6
"1952","Tennessee","Government","TN","Apr",-13
"1953","Texas","Government","TX","Apr",-39
"1954","Utah","Government","UT","Apr",-7
"1955","Vermont","Government","VT","Apr",-2
"1956","Virgin Islands","Government",NA,"Apr",0
"1957","Virginia","Government","VA","Apr",-31
"1958","Washington","Government","WA","Apr",-28
"1959","West Virginia","Government","WV","Apr",-9
"1960","Wisconsin","Government","WI","Apr",-54
"1961","Wyoming","Government","WY","Apr",-1
"1962","Alabama","Government","AL","May",-12
"1963","Alaska","Government","AK","May",-1
"1964","Arizona","Government","AZ","May",-4
"1965","Arkansas","Government","AR","May",-4
"1966","California","Government","CA","May",-90
"1967","Colorado","Government","CO","May",-13
"1968","Connecticut","Government","CT","May",-7
"1969","Delaware","Government","DE","May",-2
"1970","District of Columbia","Government","DC","May",0
"1971","Florida","Government","FL","May",6
"1972","Georgia","Government","GA","May",-10
"1973","Hawaii","Government","HI","May",-2
"1974","Idaho","Government","ID","May",-5
"1975","Illinois","Government","IL","May",-12
"1976","Indiana","Government","IN","May",-2
"1977","Iowa","Government","IA","May",-3
"1978","Kansas","Government","KS","May",-5
"1979","Kentucky","Government","KY","May",-12
"1980","Louisiana","Government","LA","May",-5
"1981","Maine","Government","ME","May",-3
"1982","Maryland","Government","MD","May",-10
"1983","Massachusetts","Government","MA","May",-11
"1984","Michigan","Government","MI","May",-18
"1985","Minnesota","Government","MN","May",-15
"1986","Mississippi","Government","MS","May",-5
"1987","Missouri","Government","MO","May",-15
"1988","Montana","Government","MT","May",-3
"1989","Nebraska","Government","NE","May",-8
"1990","Nevada","Government","NV","May",0
"1991","New Hampshire","Government","NH","May",-1
"1992","New Jersey","Government","NJ","May",-4
"1993","New Mexico","Government","NM","May",0
"1994","New York","Government","NY","May",-26
"1995","North Carolina","Government","NC","May",-35
"1996","North Dakota","Government","ND","May",-3
"1997","Ohio","Government","OH","May",-29
"1998","Oklahoma","Government","OK","May",-11
"1999","Oregon","Government","OR","May",-9
"2000","Pennsylvania","Government","PA","May",-7
"2001","Puerto Rico","Government",NA,"May",-2
"2002","Rhode Island","Government","RI","May",0
"2003","South Carolina","Government","SC","May",-4
"2004","South Dakota","Government","SD","May",-2
"2005","Tennessee","Government","TN","May",-7
"2006","Texas","Government","TX","May",-52
"2007","Utah","Government","UT","May",-12
"2008","Vermont","Government","VT","May",-2
"2009","Virgin Islands","Government",NA,"May",0
"2010","Virginia","Government","VA","May",-18
"2011","Washington","Government","WA","May",-21
"2012","West Virginia","Government","WV","May",-3
"2013","Wisconsin","Government","WI","May",3
"2014","Wyoming","Government","WY","May",-2
"2015","Alabama","Government","AL","Jun",-5
"2016","Alaska","Government","AK","Jun",0
"2017","Arizona","Government","AZ","Jun",-5
"2018","Arkansas","Government","AR","Jun",3
"2019","California","Government","CA","Jun",-37
"2020","Colorado","Government","CO","Jun",-3
"2021","Connecticut","Government","CT","Jun",5
"2022","Delaware","Government","DE","Jun",0
"2023","District of Columbia","Government","DC","Jun",1
"2024","Florida","Government","FL","Jun",3
"2025","Georgia","Government","GA","Jun",4
"2026","Hawaii","Government","HI","Jun",4
"2027","Idaho","Government","ID","Jun",1
"2028","Illinois","Government","IL","Jun",-19
"2029","Indiana","Government","IN","Jun",0
"2030","Iowa","Government","IA","Jun",6
"2031","Kansas","Government","KS","Jun",0
"2032","Kentucky","Government","KY","Jun",0
"2033","Louisiana","Government","LA","Jun",1
"2034","Maine","Government","ME","Jun",-1
"2035","Maryland","Government","MD","Jun",6
"2036","Massachusetts","Government","MA","Jun",-13
"2037","Michigan","Government","MI","Jun",3
"2038","Minnesota","Government","MN","Jun",0
"2039","Mississippi","Government","MS","Jun",0
"2040","Missouri","Government","MO","Jun",0
"2041","Montana","Government","MT","Jun",4
"2042","Nebraska","Government","NE","Jun",2
"2043","Nevada","Government","NV","Jun",2
"2044","New Hampshire","Government","NH","Jun",2
"2045","New Jersey","Government","NJ","Jun",-3
"2046","New Mexico","Government","NM","Jun",1
"2047","New York","Government","NY","Jun",6
"2048","North Carolina","Government","NC","Jun",21
"2049","North Dakota","Government","ND","Jun",2
"2050","Ohio","Government","OH","Jun",13
"2051","Oklahoma","Government","OK","Jun",1
"2052","Oregon","Government","OR","Jun",-1
"2053","Pennsylvania","Government","PA","Jun",-1
"2054","Puerto Rico","Government",NA,"Jun",0
"2055","Rhode Island","Government","RI","Jun",-3
"2056","South Carolina","Government","SC","Jun",0
"2057","South Dakota","Government","SD","Jun",1
"2058","Tennessee","Government","TN","Jun",22
"2059","Texas","Government","TX","Jun",-19
"2060","Utah","Government","UT","Jun",8
"2061","Vermont","Government","VT","Jun",1
"2062","Virgin Islands","Government",NA,"Jun",0
"2063","Virginia","Government","VA","Jun",-5
"2064","Washington","Government","WA","Jun",1
"2065","West Virginia","Government","WV","Jun",11
"2066","Wisconsin","Government","WI","Jun",6
"2067","Wyoming","Government","WY","Jun",1
"2068","Alabama","Government","AL","Jul",9
"2069","Alaska","Government","AK","Jul",2
"2070","Arizona","Government","AZ","Jul",15
"2071","Arkansas","Government","AR","Jul",-2
"2072","California","Government","CA","Jul",34
"2073","Colorado","Government","CO","Jul",-19
"2074","Connecticut","Government","CT","Jul",3
"2075","Delaware","Government","DE","Jul",1
"2076","District of Columbia","Government","DC","Jul",-1
"2077","Florida","Government","FL","Jul",5
"2078","Georgia","Government","GA","Jul",14
"2079","Hawaii","Government","HI","Jul",7
"2080","Idaho","Government","ID","Jul",6
"2081","Illinois","Government","IL","Jul",8
"2082","Indiana","Government","IN","Jul",2
"2083","Iowa","Government","IA","Jul",10
"2084","Kansas","Government","KS","Jul",1
"2085","Kentucky","Government","KY","Jul",-1
"2086","Louisiana","Government","LA","Jul",9
"2087","Maine","Government","ME","Jul",6
"2088","Maryland","Government","MD","Jul",11
"2089","Massachusetts","Government","MA","Jul",22
"2090","Michigan","Government","MI","Jul",3
"2091","Minnesota","Government","MN","Jul",5
"2092","Mississippi","Government","MS","Jul",3
"2093","Missouri","Government","MO","Jul",26
"2094","Montana","Government","MT","Jul",1
"2095","Nebraska","Government","NE","Jul",3
"2096","Nevada","Government","NV","Jul",-3
"2097","New Hampshire","Government","NH","Jul",1
"2098","New Jersey","Government","NJ","Jul",-18
"2099","New Mexico","Government","NM","Jul",-4
"2100","New York","Government","NY","Jul",-74
"2101","North Carolina","Government","NC","Jul",40
"2102","North Dakota","Government","ND","Jul",1
"2103","Ohio","Government","OH","Jul",1
"2104","Oklahoma","Government","OK","Jul",9
"2105","Oregon","Government","OR","Jul",4
"2106","Pennsylvania","Government","PA","Jul",14
"2107","Puerto Rico","Government",NA,"Jul",-7
"2108","Rhode Island","Government","RI","Jul",2
"2109","South Carolina","Government","SC","Jul",1
"2110","South Dakota","Government","SD","Jul",2
"2111","Tennessee","Government","TN","Jul",-23
"2112","Texas","Government","TX","Jul",47
"2113","Utah","Government","UT","Jul",10
"2114","Vermont","Government","VT","Jul",2
"2115","Virgin Islands","Government",NA,"Jul",-1
"2116","Virginia","Government","VA","Jul",-8
"2117","Washington","Government","WA","Jul",11
"2118","West Virginia","Government","WV","Jul",-6
"2119","Wisconsin","Government","WI","Jul",3
"2120","Wyoming","Government","WY","Jul",2
